sentence,intent,tokens,BIO_tags
what movies like tiger 3 are running in chennai,search_movie,"[""what"", ""movies"", ""like"", ""tiger"", ""3"", ""are"", ""running"", ""in"", ""chennai""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
um any tamil movies in ahmedabad,search_movie,"[""um"", ""any"", ""tamil"", ""movies"", ""in"", ""ahmedabad""]","[""O"", ""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
yo i want to cancel tickes for interstellar today,cancel_ticket,"[""yo"", ""i"", ""want"", ""to"", ""cancel"", ""tickes"", ""for"", ""interstellar"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
helo,greeting,"[""helo""]","[""O""]"
pls i want to cacel tickets for spider man no way home today,cancel_ticket,"[""pls"", ""i"", ""want"", ""to"", ""cacel"", ""tickets"", ""for"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
check my booking status for kalki 2898 ad,check_booking_status,"[""check"", ""my"", ""booking"", ""status"", ""for"", ""kalki"", ""2898"", ""ad""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME""]"
is there a 4dx show of leo today,check_showtime,"[""is"", ""there"", ""a"", ""4dx"", ""show"", ""of"", ""leo"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
is spider man no way home playing near mumbai thx,search_movie,"[""is"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""playing"", ""near"", ""mumbai"", ""thx""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
i want to cancel tickets for kalki 2898 ad today,cancel_ticket,"[""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""kalki"", ""2898"", ""ad"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
please buk me 1 for kalki 2898 ad at 6 : 45 pm,book_ticket,"[""please"", ""buk"", ""me"", ""1"", ""for"", ""kalki"", ""2898"", ""ad"", ""at"", ""6"", "":"", ""45"", ""pm""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
yo,greeting,"[""yo""]","[""O""]"
yo,greeting,"[""yo""]","[""O""]"
quick hey is there a imax show of the batman today,check_showtime,"[""quick"", ""hey"", ""is"", ""there"", ""a"", ""imax"", ""show"", ""of"", ""the"", ""batman"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
yo pick vip seats near b12,select_seat,"[""yo"", ""pick"", ""vip"", ""seats"", ""near"", ""b12""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
give me vip around a10,select_seat,"[""give"", ""me"", ""vip"", ""around"", ""a10""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
book 5 reular tix for spider man no way home at cinepolis central thx,book_ticket,"[""book"", ""5"", ""reular"", ""tix"", ""for"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""at"", ""cinepolis"", ""central"", ""thx""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
pls what movies like the batman are running in pune,search_movie,"[""pls"", ""what"", ""movies"", ""like"", ""the"", ""batman"", ""are"", ""running"", ""in"", ""pune""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
reserve 3 regular seats in hyderabad,book_ticket,"[""reserve"", ""3"", ""regular"", ""seats"", ""in"", ""hyderabad""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-CITY""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
please refund my booking for next friday,cancel_ticket,"[""please"", ""refund"", ""my"", ""booking"", ""for"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
hey what time does dune part two start in hyderabad please,check_showtime,"[""hey"", ""what"", ""time"", ""does"", ""dune"", ""part"", ""two"", ""start"", ""in"", ""hyderabad"", ""please""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
check my booking status for spider man no way home,check_booking_status,"[""check"", ""my"", ""booking"", ""status"", ""for"", ""spider"", ""man"", ""no"", ""way"", ""home""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
pls look up my movie booking in ahmedabad,check_booking_status,"[""pls"", ""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""ahmedabad""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
hello,greeting,"[""hello""]","[""O""]"
is my reservation confirmed for 11 : 30 am,check_booking_status,"[""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""11"", "":"", ""30"", ""am""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
yo reserve 2 recliner seats in delhi,book_ticket,"[""yo"", ""reserve"", ""2"", ""recliner"", ""seats"", ""in"", ""delhi""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-CITY""]"
reserve 4 recliner seats in pune,book_ticket,"[""reserve"", ""4"", ""recliner"", ""seats"", ""in"", ""pune""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-CITY""]"
book 3 vip tickets for interstellar at wave cinemas,book_ticket,"[""book"", ""3"", ""vip"", ""tickets"", ""for"", ""interstellar"", ""at"", ""wave"", ""cinemas""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
pls when is tiger 3 showing at pvr nexus mall,check_showtime,"[""pls"", ""when"", ""is"", ""tiger"", ""3"", ""showing"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
pick regupar sehts near b7,select_seat,"[""pick"", ""regupar"", ""sehts"", ""near"", ""b7""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
"hi, need help",greeting,"[""hi"", "","", ""need"", ""help""]","[""O"", ""O"", ""O"", ""O""]"
give me recliner around b12,select_seat,"[""give"", ""me"", ""recliner"", ""around"", ""b12""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
check my booking status for kalki 2898 ad,check_booking_status,"[""check"", ""my"", ""booking"", ""status"", ""for"", ""kalki"", ""2898"", ""ad""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
that's all thanks thx,goodbye,"[""that's"", ""all"", ""thanks"", ""thx""]","[""O"", ""O"", ""O""]"
where is my tkt for 26 may,check_booking_status,"[""where"", ""is"", ""my"", ""tkt"", ""for"", ""26"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
yo i want a11 for the show,select_seat,"[""yo"", ""i"", ""want"", ""a11"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
i want b7 for the show,select_seat,"[""i"", ""want"", ""b7"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
yo,greeting,"[""yo""]","[""O""]"
pls helo,greeting,"[""pls"", ""helo""]","[""O""]"
pls is there a dolby show of spider man no way home today,check_showtime,"[""pls"", ""is"", ""there"", ""a"", ""dolby"", ""show"", ""of"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
um i need 2 tickets for interstellar this 27 may,book_ticket,"[""um"", ""i"", ""need"", ""2"", ""tickets"", ""for"", ""interstellar"", ""this"", ""27"", ""may""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
cancel the 4 seats in ahmedabad,cancel_ticket,"[""cancel"", ""the"", ""4"", ""seats"", ""in"", ""ahmedabad""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
find the batman in bengaluru,search_movie,"[""find"", ""the"", ""batman"", ""in"", ""bengaluru""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
"hi, need help",greeting,"[""hi"", "","", ""need"", ""help""]","[""O"", ""O"", ""O"", ""O""]"
pick recliner seats near b12,select_seat,"[""pick"", ""recliner"", ""seats"", ""near"", ""b12""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
plz book me 4 for barbie at 5 pm,book_ticket,"[""plz"", ""book"", ""me"", ""4"", ""for"", ""barbie"", ""at"", ""5"", ""pm""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME""]"
quick drop my reservation at raj mandir,cancel_ticket,"[""quick"", ""drop"", ""my"", ""reservation"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
quick um show me showtimes for the batman on next friday,check_showtime,"[""quick"", ""um"", ""show"", ""me"", ""showtimes"", ""for"", ""the"", ""batman"", ""on"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
um is my reservation confirmed for 5 pm,check_booking_status,"[""um"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""5"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
yo yo now,greeting,"[""yo"", ""yo"", ""now""]","[""O""]"
yo any french movies in jaipur,search_movie,"[""yo"", ""any"", ""french"", ""movies"", ""in"", ""jaipur""]","[""O"", ""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
um when is avatar the way of water showing at pvr nexus mall,check_showtime,"[""um"", ""when"", ""is"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""showing"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
can u book dune part two for 4 people,book_ticket,"[""can"", ""u"", ""book"", ""dune"", ""part"", ""two"", ""for"", ""4"", ""people""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
hey seleqt seat b12 now,select_seat,"[""hey"", ""seleqt"", ""seat"", ""b12"", ""now""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
is my reservation confirmed for 6 : 45 pm,check_booking_status,"[""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""6"", "":"", ""45"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
um buk 1 premium tickets for spider man no way home at pvr nexus mall,book_ticket,"[""um"", ""buk"", ""1"", ""premium"", ""tickets"", ""for"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
um cancel the 3 seats in delhi,cancel_ticket,"[""um"", ""cancel"", ""the"", ""3"", ""seats"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
helo,greeting,"[""helo""]","[""O""]"
find top gun maverick in chennai,search_movie,"[""find"", ""top"", ""gun"", ""maverick"", ""in"", ""chennai""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
look up my movie booking in kolkata,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
find barbie in hyderabad,search_movie,"[""find"", ""barbie"", ""in"", ""hyderabad""]","[""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
pls i want e15 for the show,select_seat,"[""pls"", ""i"", ""want"", ""e15"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
yo cancel my dune part two booking at miraj cinemas,cancel_ticket,"[""yo"", ""cancel"", ""my"", ""dune"", ""part"", ""two"", ""booking"", ""at"", ""miraj"", ""cinemas""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo check my booking statuz for spider man no way home,check_booking_status,"[""yo"", ""check"", ""my"", ""booking"", ""statuz"", ""for"", ""spider"", ""man"", ""no"", ""way"", ""home""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME""]"
pls book 6 premium tckets for jaan at inox city ceter,book_ticket,"[""pls"", ""book"", ""6"", ""premium"", ""tckets"", ""for"", ""jaan"", ""at"", ""inox"", ""city"", ""ceter""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
hey is there a 3d show of kalki 2898 ad today,check_showtime,"[""hey"", ""is"", ""there"", ""a"", ""3d"", ""show"", ""of"", ""kalki"", ""2898"", ""ad"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
buk 1 recliner tickets for kalki 2898 ad at wave ciwemas,book_ticket,"[""buk"", ""1"", ""recliner"", ""tickets"", ""for"", ""kalki"", ""2898"", ""ad"", ""at"", ""wave"", ""ciwemas""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
select seat d8,select_seat,"[""select"", ""seat"", ""d8""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
pick vip seats near b12,select_seat,"[""pick"", ""vip"", ""seats"", ""near"", ""b12""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
hello,greeting,"[""hello""]","[""O""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
any english movies in delhi,search_movie,"[""any"", ""english"", ""movies"", ""in"", ""delhi""]","[""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
yo find barbie in kolkata,search_movie,"[""yo"", ""find"", ""barbie"", ""in"", ""kolkata""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
is there a dolby show of tiger 3 today,check_showtime,"[""is"", ""there"", ""a"", ""dolby"", ""show"", ""of"", ""tiger"", ""3"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
is my reservation confrmed for 11 pm,check_booking_status,"[""is"", ""my"", ""reservation"", ""confrmed"", ""for"", ""11"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
book 6 premium tix for the batman at cinepolis centrgl,book_ticket,"[""book"", ""6"", ""premium"", ""tix"", ""for"", ""the"", ""batman"", ""at"", ""cinepolis"", ""centrgl""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
pick regular seats near c3,select_seat,"[""pick"", ""regular"", ""seats"", ""near"", ""c3""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
hey book 1 balcony tickets for oppenheimer at pvr nexus mall,book_ticket,"[""hey"", ""book"", ""1"", ""balcony"", ""tickets"", ""for"", ""oppenheimer"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
pick balcony seats near a10,select_seat,"[""pick"", ""balcony"", ""seats"", ""near"", ""a10""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
um i want e15 for the show,select_seat,"[""um"", ""i"", ""want"", ""e15"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
quick hey is leo playing near jaipur,search_movie,"[""quick"", ""hey"", ""is"", ""leo"", ""playing"", ""near"", ""jaipur""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
show me showtimes for interstellar on this weekend,check_showtime,"[""show"", ""me"", ""showtimes"", ""for"", ""interstellar"", ""on"", ""this"", ""weekend""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
can u book interstellar for 4 pzople,book_ticket,"[""can"", ""u"", ""book"", ""interstellar"", ""for"", ""4"", ""pzople""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
give me balcony around d8,select_seat,"[""give"", ""me"", ""balcony"", ""around"", ""d8""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
pls pick regular seats near b7,select_seat,"[""pls"", ""pick"", ""regular"", ""seats"", ""near"", ""b7""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
is there a imax show of tiger 3 today,check_showtime,"[""is"", ""there"", ""a"", ""imax"", ""show"", ""of"", ""tiger"", ""3"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
yo,greeting,"[""yo""]","[""O""]"
yo check my booking status for dune part two,check_booking_status,"[""yo"", ""check"", ""my"", ""booking"", ""status"", ""for"", ""dune"", ""part"", ""two""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME""]"
yo show my booking details at luxe imax,check_booking_status,"[""yo"", ""show"", ""my"", ""booking"", ""details"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
pls pls drop my reservavion at mirj cinemas,cancel_ticket,"[""pls"", ""pls"", ""drop"", ""my"", ""reservavion"", ""at"", ""mirj"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
pls i need 2 tickets for jawan this this weeend,book_ticket,"[""pls"", ""i"", ""need"", ""2"", ""tickets"", ""for"", ""jawan"", ""this"", ""this"", ""weeend""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
sllect seat a10,select_seat,"[""sllect"", ""seat"", ""a10""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
what movies like barbie are running in bengaluru,search_movie,"[""what"", ""movies"", ""like"", ""barbie"", ""are"", ""running"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
what movies like tiger 3 are running in jaipur,search_movie,"[""what"", ""movies"", ""like"", ""tiger"", ""3"", ""are"", ""running"", ""in"", ""jaipur""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
um please book me 2 for kalki 2898 ad at 3 : 15 pm,book_ticket,"[""um"", ""please"", ""book"", ""me"", ""2"", ""for"", ""kalki"", ""2898"", ""ad"", ""at"", ""3"", "":"", ""15"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
tell me the timings for dune part two at inox city center,check_showtime,"[""tell"", ""me"", ""the"", ""timings"", ""for"", ""dune"", ""part"", ""two"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
pls drop my reservation at pvr nexus mall,cancel_ticket,"[""pls"", ""drop"", ""my"", ""reservation"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
is my reservation confirmed for 6 : 45 pm,check_booking_status,"[""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""6"", "":"", ""45"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
"hi, need help",greeting,"[""hi"", "","", ""need"", ""help""]","[""O"", ""O"", ""O"", ""O""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
please book me 5 for dune part two at 1 pm,book_ticket,"[""please"", ""book"", ""me"", ""5"", ""for"", ""dune"", ""part"", ""two"", ""at"", ""1"", ""pm""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME""]"
yo is my reservation confirmed for 10 am,check_booking_status,"[""yo"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""10"", ""am""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
um cancel the 4 seats in ahmedabad,cancel_ticket,"[""um"", ""cancel"", ""the"", ""4"", ""seats"", ""in"", ""ahmedabad""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
